# Species	Genes	Alg.-Conn.	BLACK-SR-VP_26_10_2019_C_40cm_scaffold_23_FINAL_IR.proteins.faa	LILAC_Borg_RifSed_csp1_19ft_2_complete.proteins.faa	PURPLE_Borg_SRVP18_trench_6_60cm_32_41_complete.proteins.faa	RifSed_csp2_16ft_3_Methanoperedens_45_12.proteins.faa	SKY_Borg_SRVP18_hole-7m-from-trench_1_80cm_complete.proteins.faa	SR-VP_0-2cm_Methanoperedens_41_45.proteins.faa	SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19.proteins.faa	SR-VP_26_10_2019_2_100cm_Methanoperedens_44_46.proteins.faa	SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10.proteins.faa	SR-VP_26_10_2019_C_40cm_Methanoperedens_44_15.proteins.faa	SRVP18_hole-7m-from-trench_1_20cm__Methanoperedens-related_44_31.proteins.faa	SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_37.proteins.faa	SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_82.proteins.faa	SRVP18_trench_6_60cm_Methanoperedens_43_12.proteins.faa
14	16	0.219	BLACK-SR-VP_26_10_2019_C_40cm_scaffold_23_FINAL_IR_1098|BLACK-SR-VP_26_10_2019_C_40cm_scaffold_23_FINAL_IR|SR-VP_26_10_2019_C_40cm	LILAC_RifSed_csp1_19ft_2_test_LILAC_rev17_terminal_repeats-final_779|LILAC_Borg_RifSed_csp1_19ft_2_complete|RifSed_csp1_19ft_2	SRVP18_trench_6_60cm_scaf_214_117_86_FINAL_1212|PURPLE_Borg_SRVP18_trench_6_60cm_32_41_complete|SRVP18_trench_6_60cm	RifSed_csp2_16ft_3_scaffold_2334_18|RifSed_csp2_16ft_3_Methanoperedens_45_12|RifSed_csp2_16ft_3	SRVP18_hole-7m-from-trench_1_80cm_scaf_35_ext_315-rev_6-w_terminal_repeats_896|SKY_Borg_SRVP18_hole-7m-from-trench_1_80cm_complete|SRVP18_hole-7m-from-trench_1_80cm	SR-VP_0-2_scaffold_141_5181056_11|SR-VP_0-2cm_Methanoperedens_41_45|SR-VP_0-2cm_Biohub_180515	SR-VP_26_10_2019_1_100cm_scaffold_143_7|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	SR-VP_26_10_2019_2_100cm_scaffold_42621_2|SR-VP_26_10_2019_2_100cm_Methanoperedens_44_46|SR-VP_26_10_2019_2_100cm	SR-VP_26_10_2019_C_40cm_scaffold_2765_10|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	SR-VP_26_10_2019_C_40cm_scaffold_53_6|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_15|SR-VP_26_10_2019_C_40cm	SRVP18_hole-7m-from-trench_1_20cm_scaffold_166_282|SRVP18_hole-7m-from-trench_1_20cm__Methanoperedens-related_44_31|SRVP18_hole-7m-from-trench_1_20cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_23928_2|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_37|SRVP18_hole-7m-from-trench_1_80cm,SRVP18_hole-7m-from-trench_1_80cm_scaffold_1071_5|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_37|SRVP18_hole-7m-from-trench_1_80cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_1884_11|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_82|SRVP18_hole-7m-from-trench_1_80cm	SRVP18_trench_6_60cm_scaffold_39897_7|SRVP18_trench_6_60cm_Methanoperedens_43_12|SRVP18_trench_6_60cm,SRVP18_trench_6_60cm_scaffold_5160_5|SRVP18_trench_6_60cm_Methanoperedens_43_12|SRVP18_trench_6_60cm
9	9	0.818	*	*	*	RifSed_csp2_16ft_3_scaffold_1008_19|RifSed_csp2_16ft_3_Methanoperedens_45_12|RifSed_csp2_16ft_3	*	SR-VP_0-2_scaffold_141_5181056_34|SR-VP_0-2cm_Methanoperedens_41_45|SR-VP_0-2cm_Biohub_180515	SR-VP_26_10_2019_1_100cm_scaffold_481_117|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_15125_4|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	SR-VP_26_10_2019_C_40cm_scaffold_912_25|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_15|SR-VP_26_10_2019_C_40cm	SRVP18_hole-7m-from-trench_1_20cm_scaffold_279_50|SRVP18_hole-7m-from-trench_1_20cm__Methanoperedens-related_44_31|SRVP18_hole-7m-from-trench_1_20cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_2336_17|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_37|SRVP18_hole-7m-from-trench_1_80cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_4905_4|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_82|SRVP18_hole-7m-from-trench_1_80cm	SRVP18_trench_6_60cm_scaffold_15867_2|SRVP18_trench_6_60cm_Methanoperedens_43_12|SRVP18_trench_6_60cm
9	9	0.818	*	*	*	RifSed_csp2_16ft_3_scaffold_2872_13|RifSed_csp2_16ft_3_Methanoperedens_45_12|RifSed_csp2_16ft_3	*	SR-VP_0-2_scaffold_141_2549158_1|SR-VP_0-2cm_Methanoperedens_41_45|SR-VP_0-2cm_Biohub_180515	SR-VP_26_10_2019_1_100cm_scaffold_2068_8|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	SR-VP_26_10_2019_2_100cm_scaffold_8005_2|SR-VP_26_10_2019_2_100cm_Methanoperedens_44_46|SR-VP_26_10_2019_2_100cm	SR-VP_26_10_2019_C_40cm_scaffold_25947_4|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	SR-VP_26_10_2019_C_40cm_scaffold_1686_19|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_15|SR-VP_26_10_2019_C_40cm	SRVP18_hole-7m-from-trench_1_20cm_scaffold_89_19|SRVP18_hole-7m-from-trench_1_20cm__Methanoperedens-related_44_31|SRVP18_hole-7m-from-trench_1_20cm	*	SRVP18_hole-7m-from-trench_1_80cm_scaffold_15549_2|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_82|SRVP18_hole-7m-from-trench_1_80cm	SRVP18_trench_6_60cm_scaffold_2381_21|SRVP18_trench_6_60cm_Methanoperedens_43_12|SRVP18_trench_6_60cm
9	9	0.818	*	*	*	RifSed_csp2_16ft_3_scaffold_68192_3|RifSed_csp2_16ft_3_Methanoperedens_45_12|RifSed_csp2_16ft_3	*	SR-VP_0-2_scaffold_141_3777480_4|SR-VP_0-2cm_Methanoperedens_41_45|SR-VP_0-2cm_Biohub_180515	SR-VP_26_10_2019_1_100cm_scaffold_148_128|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	SR-VP_26_10_2019_2_100cm_scaffold_5633_4|SR-VP_26_10_2019_2_100cm_Methanoperedens_44_46|SR-VP_26_10_2019_2_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_1243_3|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_15|SR-VP_26_10_2019_C_40cm	SRVP18_hole-7m-from-trench_1_20cm_scaffold_5_136|SRVP18_hole-7m-from-trench_1_20cm__Methanoperedens-related_44_31|SRVP18_hole-7m-from-trench_1_20cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_5913_3|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_37|SRVP18_hole-7m-from-trench_1_80cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_4104_11|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_82|SRVP18_hole-7m-from-trench_1_80cm	SRVP18_trench_6_60cm_scaffold_3483_6|SRVP18_trench_6_60cm_Methanoperedens_43_12|SRVP18_trench_6_60cm
9	9	0.817	*	*	*	RifSed_csp2_16ft_3_scaffold_1008_71|RifSed_csp2_16ft_3_Methanoperedens_45_12|RifSed_csp2_16ft_3	*	SR-VP_0-2_scaffold_141_352486_21|SR-VP_0-2cm_Methanoperedens_41_45|SR-VP_0-2cm_Biohub_180515	SR-VP_26_10_2019_1_100cm_scaffold_528_62|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_1129_11|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	SR-VP_26_10_2019_C_40cm_scaffold_384_30|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_15|SR-VP_26_10_2019_C_40cm	SRVP18_hole-7m-from-trench_1_20cm_scaffold_16_156|SRVP18_hole-7m-from-trench_1_20cm__Methanoperedens-related_44_31|SRVP18_hole-7m-from-trench_1_20cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_2841_15|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_37|SRVP18_hole-7m-from-trench_1_80cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_2823_21|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_82|SRVP18_hole-7m-from-trench_1_80cm	SRVP18_trench_6_60cm_scaffold_19765_2|SRVP18_trench_6_60cm_Methanoperedens_43_12|SRVP18_trench_6_60cm
9	9	0.817	*	*	*	RifSed_csp2_16ft_3_scaffold_10340_4|RifSed_csp2_16ft_3_Methanoperedens_45_12|RifSed_csp2_16ft_3	*	SR-VP_0-2_scaffold_141_5713285_21|SR-VP_0-2cm_Methanoperedens_41_45|SR-VP_0-2cm_Biohub_180515	SR-VP_26_10_2019_1_100cm_scaffold_184_92|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	SR-VP_26_10_2019_2_100cm_scaffold_2140_19|SR-VP_26_10_2019_2_100cm_Methanoperedens_44_46|SR-VP_26_10_2019_2_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_53_158|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_15|SR-VP_26_10_2019_C_40cm	SRVP18_hole-7m-from-trench_1_20cm_scaffold_166_130|SRVP18_hole-7m-from-trench_1_20cm__Methanoperedens-related_44_31|SRVP18_hole-7m-from-trench_1_20cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_5822_6|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_37|SRVP18_hole-7m-from-trench_1_80cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_7048_7|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_82|SRVP18_hole-7m-from-trench_1_80cm	SRVP18_trench_6_60cm_scaffold_8552_7|SRVP18_trench_6_60cm_Methanoperedens_43_12|SRVP18_trench_6_60cm
9	9	0.816	*	*	*	RifSed_csp2_16ft_3_scaffold_4563_12|RifSed_csp2_16ft_3_Methanoperedens_45_12|RifSed_csp2_16ft_3	*	SR-VP_0-2_scaffold_141_981767_8|SR-VP_0-2cm_Methanoperedens_41_45|SR-VP_0-2cm_Biohub_180515	SR-VP_26_10_2019_1_100cm_scaffold_184_54|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	SR-VP_26_10_2019_2_100cm_scaffold_5191_7|SR-VP_26_10_2019_2_100cm_Methanoperedens_44_46|SR-VP_26_10_2019_2_100cm	SR-VP_26_10_2019_C_40cm_scaffold_2627_15|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	SR-VP_26_10_2019_C_40cm_scaffold_448_33|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_15|SR-VP_26_10_2019_C_40cm	SRVP18_hole-7m-from-trench_1_20cm_scaffold_42_98|SRVP18_hole-7m-from-trench_1_20cm__Methanoperedens-related_44_31|SRVP18_hole-7m-from-trench_1_20cm	*	SRVP18_hole-7m-from-trench_1_80cm_scaffold_15432_2|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_82|SRVP18_hole-7m-from-trench_1_80cm	SRVP18_trench_6_60cm_scaffold_881_26|SRVP18_trench_6_60cm_Methanoperedens_43_12|SRVP18_trench_6_60cm
9	9	0.816	*	*	*	RifSed_csp2_16ft_3_scaffold_7447_9|RifSed_csp2_16ft_3_Methanoperedens_45_12|RifSed_csp2_16ft_3	*	*	SR-VP_26_10_2019_1_100cm_scaffold_356_16|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	SR-VP_26_10_2019_2_100cm_scaffold_8956_4|SR-VP_26_10_2019_2_100cm_Methanoperedens_44_46|SR-VP_26_10_2019_2_100cm	SR-VP_26_10_2019_C_40cm_scaffold_10005_4|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	SR-VP_26_10_2019_C_40cm_scaffold_883_9|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_15|SR-VP_26_10_2019_C_40cm	SRVP18_hole-7m-from-trench_1_20cm_scaffold_707_10|SRVP18_hole-7m-from-trench_1_20cm__Methanoperedens-related_44_31|SRVP18_hole-7m-from-trench_1_20cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_1270_24|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_37|SRVP18_hole-7m-from-trench_1_80cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_2836_12|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_82|SRVP18_hole-7m-from-trench_1_80cm	SRVP18_trench_6_60cm_scaffold_3469_7|SRVP18_trench_6_60cm_Methanoperedens_43_12|SRVP18_trench_6_60cm
9	9	0.816	*	*	*	RifSed_csp2_16ft_3_scaffold_977_20|RifSed_csp2_16ft_3_Methanoperedens_45_12|RifSed_csp2_16ft_3	*	SR-VP_0-2_scaffold_141_3346477_3|SR-VP_0-2cm_Methanoperedens_41_45|SR-VP_0-2cm_Biohub_180515	SR-VP_26_10_2019_1_100cm_scaffold_80_102|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	SR-VP_26_10_2019_2_100cm_scaffold_2952_12|SR-VP_26_10_2019_2_100cm_Methanoperedens_44_46|SR-VP_26_10_2019_2_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_323_43|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_15|SR-VP_26_10_2019_C_40cm	SRVP18_hole-7m-from-trench_1_20cm_scaffold_55_60|SRVP18_hole-7m-from-trench_1_20cm__Methanoperedens-related_44_31|SRVP18_hole-7m-from-trench_1_20cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_623_16|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_37|SRVP18_hole-7m-from-trench_1_80cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_1929_9|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_82|SRVP18_hole-7m-from-trench_1_80cm	SRVP18_trench_6_60cm_scaffold_881_4|SRVP18_trench_6_60cm_Methanoperedens_43_12|SRVP18_trench_6_60cm
9	9	0.815	*	*	*	RifSed_csp2_16ft_3_scaffold_3809_3|RifSed_csp2_16ft_3_Methanoperedens_45_12|RifSed_csp2_16ft_3	*	SR-VP_0-2_scaffold_141_5118560_10|SR-VP_0-2cm_Methanoperedens_41_45|SR-VP_0-2cm_Biohub_180515	SR-VP_26_10_2019_1_100cm_scaffold_80_99|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_4224_14|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	SR-VP_26_10_2019_C_40cm_scaffold_53_32|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_15|SR-VP_26_10_2019_C_40cm	SRVP18_hole-7m-from-trench_1_20cm_scaffold_166_256|SRVP18_hole-7m-from-trench_1_20cm__Methanoperedens-related_44_31|SRVP18_hole-7m-from-trench_1_20cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_623_19|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_37|SRVP18_hole-7m-from-trench_1_80cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_1929_6|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_82|SRVP18_hole-7m-from-trench_1_80cm	SRVP18_trench_6_60cm_scaffold_1213_2|SRVP18_trench_6_60cm_Methanoperedens_43_12|SRVP18_trench_6_60cm
9	9	0.813	*	*	*	RifSed_csp2_16ft_3_scaffold_977_30|RifSed_csp2_16ft_3_Methanoperedens_45_12|RifSed_csp2_16ft_3	*	SR-VP_0-2_scaffold_141_1774732_2|SR-VP_0-2cm_Methanoperedens_41_45|SR-VP_0-2cm_Biohub_180515	SR-VP_26_10_2019_1_100cm_scaffold_26_258|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	SR-VP_26_10_2019_2_100cm_scaffold_7338_10|SR-VP_26_10_2019_2_100cm_Methanoperedens_44_46|SR-VP_26_10_2019_2_100cm	SR-VP_26_10_2019_C_40cm_scaffold_5352_8|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	SR-VP_26_10_2019_C_40cm_scaffold_545_10|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_15|SR-VP_26_10_2019_C_40cm	SRVP18_hole-7m-from-trench_1_20cm_scaffold_150_78|SRVP18_hole-7m-from-trench_1_20cm__Methanoperedens-related_44_31|SRVP18_hole-7m-from-trench_1_20cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_2721_2|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_37|SRVP18_hole-7m-from-trench_1_80cm	*	SRVP18_trench_6_60cm_scaffold_2381_3|SRVP18_trench_6_60cm_Methanoperedens_43_12|SRVP18_trench_6_60cm
9	9	0.812	*	*	*	RifSed_csp2_16ft_3_scaffold_977_39|RifSed_csp2_16ft_3_Methanoperedens_45_12|RifSed_csp2_16ft_3	*	SR-VP_0-2_scaffold_141_2040104_2|SR-VP_0-2cm_Methanoperedens_41_45|SR-VP_0-2cm_Biohub_180515	SR-VP_26_10_2019_1_100cm_scaffold_481_84|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	SR-VP_26_10_2019_2_100cm_scaffold_3376_6|SR-VP_26_10_2019_2_100cm_Methanoperedens_44_46|SR-VP_26_10_2019_2_100cm	SR-VP_26_10_2019_C_40cm_scaffold_1844_15|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	SR-VP_26_10_2019_C_40cm_scaffold_104_72|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_15|SR-VP_26_10_2019_C_40cm	SRVP18_hole-7m-from-trench_1_20cm_scaffold_5_301|SRVP18_hole-7m-from-trench_1_20cm__Methanoperedens-related_44_31|SRVP18_hole-7m-from-trench_1_20cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_1372_8|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_37|SRVP18_hole-7m-from-trench_1_80cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_4673_7|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_82|SRVP18_hole-7m-from-trench_1_80cm	*
9	9	0.81	*	*	*	RifSed_csp2_16ft_3_scaffold_4926_12|RifSed_csp2_16ft_3_Methanoperedens_45_12|RifSed_csp2_16ft_3	*	SR-VP_0-2_scaffold_141_2414478_4|SR-VP_0-2cm_Methanoperedens_41_45|SR-VP_0-2cm_Biohub_180515	SR-VP_26_10_2019_1_100cm_scaffold_1981_9|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_7128_1|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	SR-VP_26_10_2019_C_40cm_scaffold_53_236|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_15|SR-VP_26_10_2019_C_40cm	SRVP18_hole-7m-from-trench_1_20cm_scaffold_166_52|SRVP18_hole-7m-from-trench_1_20cm__Methanoperedens-related_44_31|SRVP18_hole-7m-from-trench_1_20cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_2176_17|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_37|SRVP18_hole-7m-from-trench_1_80cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_2289_18|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_82|SRVP18_hole-7m-from-trench_1_80cm	SRVP18_trench_6_60cm_scaffold_5553_6|SRVP18_trench_6_60cm_Methanoperedens_43_12|SRVP18_trench_6_60cm
9	9	0.808	*	*	*	RifSed_csp2_16ft_3_scaffold_1008_30|RifSed_csp2_16ft_3_Methanoperedens_45_12|RifSed_csp2_16ft_3	*	SR-VP_0-2_scaffold_141_3758109_46|SR-VP_0-2cm_Methanoperedens_41_45|SR-VP_0-2cm_Biohub_180515	SR-VP_26_10_2019_1_100cm_scaffold_240_60|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_2480_20|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	SR-VP_26_10_2019_C_40cm_scaffold_384_38|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_15|SR-VP_26_10_2019_C_40cm	SRVP18_hole-7m-from-trench_1_20cm_scaffold_16_164|SRVP18_hole-7m-from-trench_1_20cm__Methanoperedens-related_44_31|SRVP18_hole-7m-from-trench_1_20cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_2755_4|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_37|SRVP18_hole-7m-from-trench_1_80cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_782_26|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_82|SRVP18_hole-7m-from-trench_1_80cm	SRVP18_trench_6_60cm_scaffold_892_4|SRVP18_trench_6_60cm_Methanoperedens_43_12|SRVP18_trench_6_60cm
9	9	0.806	*	*	*	RifSed_csp2_16ft_3_scaffold_1318_12|RifSed_csp2_16ft_3_Methanoperedens_45_12|RifSed_csp2_16ft_3	*	SR-VP_0-2_scaffold_141_535128_12|SR-VP_0-2cm_Methanoperedens_41_45|SR-VP_0-2cm_Biohub_180515	SR-VP_26_10_2019_1_100cm_scaffold_792_24|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	SR-VP_26_10_2019_2_100cm_scaffold_5035_7|SR-VP_26_10_2019_2_100cm_Methanoperedens_44_46|SR-VP_26_10_2019_2_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_63_102|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_15|SR-VP_26_10_2019_C_40cm	SRVP18_hole-7m-from-trench_1_20cm_scaffold_194_75|SRVP18_hole-7m-from-trench_1_20cm__Methanoperedens-related_44_31|SRVP18_hole-7m-from-trench_1_20cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_794_6|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_37|SRVP18_hole-7m-from-trench_1_80cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_13548_2|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_82|SRVP18_hole-7m-from-trench_1_80cm	SRVP18_trench_6_60cm_scaffold_38729_3|SRVP18_trench_6_60cm_Methanoperedens_43_12|SRVP18_trench_6_60cm
9	9	0.806	*	*	*	RifSed_csp2_16ft_3_scaffold_2683_3|RifSed_csp2_16ft_3_Methanoperedens_45_12|RifSed_csp2_16ft_3	*	SR-VP_0-2_scaffold_141_680599_9|SR-VP_0-2cm_Methanoperedens_41_45|SR-VP_0-2cm_Biohub_180515	SR-VP_26_10_2019_1_100cm_scaffold_481_71|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_1844_2|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	SR-VP_26_10_2019_C_40cm_scaffold_63_161|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_15|SR-VP_26_10_2019_C_40cm	SRVP18_hole-7m-from-trench_1_20cm_scaffold_194_16|SRVP18_hole-7m-from-trench_1_20cm__Methanoperedens-related_44_31|SRVP18_hole-7m-from-trench_1_20cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_7594_1|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_37|SRVP18_hole-7m-from-trench_1_80cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_2509_1|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_82|SRVP18_hole-7m-from-trench_1_80cm	SRVP18_trench_6_60cm_scaffold_9006_1|SRVP18_trench_6_60cm_Methanoperedens_43_12|SRVP18_trench_6_60cm
9	9	0.806	*	*	*	RifSed_csp2_16ft_3_scaffold_3176_13|RifSed_csp2_16ft_3_Methanoperedens_45_12|RifSed_csp2_16ft_3	*	SR-VP_0-2_scaffold_141_7608782_19|SR-VP_0-2cm_Methanoperedens_41_45|SR-VP_0-2cm_Biohub_180515	SR-VP_26_10_2019_1_100cm_scaffold_544_53|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	SR-VP_26_10_2019_2_100cm_scaffold_2660_5|SR-VP_26_10_2019_2_100cm_Methanoperedens_44_46|SR-VP_26_10_2019_2_100cm	SR-VP_26_10_2019_C_40cm_scaffold_8477_4|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	SR-VP_26_10_2019_C_40cm_scaffold_294_77|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_15|SR-VP_26_10_2019_C_40cm	SRVP18_hole-7m-from-trench_1_20cm_scaffold_190_19|SRVP18_hole-7m-from-trench_1_20cm__Methanoperedens-related_44_31|SRVP18_hole-7m-from-trench_1_20cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_2073_10|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_37|SRVP18_hole-7m-from-trench_1_80cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_2929_2|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_82|SRVP18_hole-7m-from-trench_1_80cm	*
